"Var1","Var2","Var3","Freq"
"31189","COU","2010.01","Pellorneum capistratum",0
"31190","CSN","2010.01","Pellorneum capistratum",0
"31191","KRP","2010.01","Pellorneum capistratum",0
"31192","MAS","2010.01","Pellorneum capistratum",0
"31193","NAK","2010.01","Pellorneum capistratum",0
"31194","NNN","2010.01","Pellorneum capistratum",0
"31195","PSH","2010.01","Pellorneum capistratum",0
"31196","RNF","2010.01","Pellorneum capistratum",0
"31197","UDZ","2010.01","Pellorneum capistratum",0
"31198","VB-","2010.01","Pellorneum capistratum",0
"31199","YAN","2010.01","Pellorneum capistratum",0
"31200","YAS","2010.01","Pellorneum capistratum",0
"31201","BBS","2011.01","Pellorneum capistratum",0
"31202","BCI","2011.01","Pellorneum capistratum",0
"31203","BIF","2011.01","Pellorneum capistratum",0
"31204","CAX","2011.01","Pellorneum capistratum",0
"31205","COU","2011.01","Pellorneum capistratum",0
"31206","CSN","2011.01","Pellorneum capistratum",0
"31207","KRP","2011.01","Pellorneum capistratum",0
"31208","MAS","2011.01","Pellorneum capistratum",0
"31209","NAK","2011.01","Pellorneum capistratum",0
"31210","NNN","2011.01","Pellorneum capistratum",0
"31211","PSH","2011.01","Pellorneum capistratum",0
"31212","RNF","2011.01","Pellorneum capistratum",0
"31213","UDZ","2011.01","Pellorneum capistratum",0
"31214","VB-","2011.01","Pellorneum capistratum",0
"31215","YAN","2011.01","Pellorneum capistratum",0
"31216","YAS","2011.01","Pellorneum capistratum",0
"31217","BBS","2012.01","Pellorneum capistratum",3
"31218","BCI","2012.01","Pellorneum capistratum",0
"31219","BIF","2012.01","Pellorneum capistratum",0
"31220","CAX","2012.01","Pellorneum capistratum",0
"31221","COU","2012.01","Pellorneum capistratum",0
"31222","CSN","2012.01","Pellorneum capistratum",0
"31223","KRP","2012.01","Pellorneum capistratum",0
"31224","MAS","2012.01","Pellorneum capistratum",0
"31225","NAK","2012.01","Pellorneum capistratum",0
"31226","NNN","2012.01","Pellorneum capistratum",0
"31227","PSH","2012.01","Pellorneum capistratum",6
"31228","RNF","2012.01","Pellorneum capistratum",0
"31229","UDZ","2012.01","Pellorneum capistratum",0
"31230","VB-","2012.01","Pellorneum capistratum",0
"31231","YAN","2012.01","Pellorneum capistratum",0
"31232","YAS","2012.01","Pellorneum capistratum",0
"31233","BBS","2013.01","Pellorneum capistratum",0
"31234","BCI","2013.01","Pellorneum capistratum",0
"31235","BIF","2013.01","Pellorneum capistratum",0
"31236","CAX","2013.01","Pellorneum capistratum",0
"31237","COU","2013.01","Pellorneum capistratum",0
"31238","CSN","2013.01","Pellorneum capistratum",0
"31239","KRP","2013.01","Pellorneum capistratum",0
"31240","MAS","2013.01","Pellorneum capistratum",0
"31241","NAK","2013.01","Pellorneum capistratum",0
"31242","NNN","2013.01","Pellorneum capistratum",0
"31243","PSH","2013.01","Pellorneum capistratum",39
"31244","RNF","2013.01","Pellorneum capistratum",0
"31245","UDZ","2013.01","Pellorneum capistratum",0
"31246","VB-","2013.01","Pellorneum capistratum",0
"31247","YAN","2013.01","Pellorneum capistratum",0
"31248","YAS","2013.01","Pellorneum capistratum",0
"31249","BBS","2007.01","Penelope jacquacu",0
"31250","BCI","2007.01","Penelope jacquacu",0
"31251","BIF","2007.01","Penelope jacquacu",0
"31252","CAX","2007.01","Penelope jacquacu",0
"31253","COU","2007.01","Penelope jacquacu",0
"31254","CSN","2007.01","Penelope jacquacu",0
"31255","KRP","2007.01","Penelope jacquacu",0
"31256","MAS","2007.01","Penelope jacquacu",0
"31257","NAK","2007.01","Penelope jacquacu",0
"31258","NNN","2007.01","Penelope jacquacu",0
"31259","PSH","2007.01","Penelope jacquacu",0
"31260","RNF","2007.01","Penelope jacquacu",0
"31261","UDZ","2007.01","Penelope jacquacu",0
"31262","VB-","2007.01","Penelope jacquacu",0
"31263","YAN","2007.01","Penelope jacquacu",0
"31264","YAS","2007.01","Penelope jacquacu",0
"31265","BBS","2008.01","Penelope jacquacu",0
"31266","BCI","2008.01","Penelope jacquacu",0
"31267","BIF","2008.01","Penelope jacquacu",0
"31268","CAX","2008.01","Penelope jacquacu",0
"31269","COU","2008.01","Penelope jacquacu",0
"31270","CSN","2008.01","Penelope jacquacu",15
"31271","KRP","2008.01","Penelope jacquacu",0
"31272","MAS","2008.01","Penelope jacquacu",0
"31273","NAK","2008.01","Penelope jacquacu",0
"31274","NNN","2008.01","Penelope jacquacu",0
"31275","PSH","2008.01","Penelope jacquacu",0
"31276","RNF","2008.01","Penelope jacquacu",0
"31277","UDZ","2008.01","Penelope jacquacu",0
"31278","VB-","2008.01","Penelope jacquacu",0
"31279","YAN","2008.01","Penelope jacquacu",0
"31280","YAS","2008.01","Penelope jacquacu",0
"31281","BBS","2009.01","Penelope jacquacu",0
"31282","BCI","2009.01","Penelope jacquacu",0
"31283","BIF","2009.01","Penelope jacquacu",0
"31284","CAX","2009.01","Penelope jacquacu",0
"31285","COU","2009.01","Penelope jacquacu",0
"31286","CSN","2009.01","Penelope jacquacu",9
"31287","KRP","2009.01","Penelope jacquacu",0
"31288","MAS","2009.01","Penelope jacquacu",0
"31289","NAK","2009.01","Penelope jacquacu",0
"31290","NNN","2009.01","Penelope jacquacu",0
"31291","PSH","2009.01","Penelope jacquacu",0
"31292","RNF","2009.01","Penelope jacquacu",0
"31293","UDZ","2009.01","Penelope jacquacu",0
"31294","VB-","2009.01","Penelope jacquacu",0
"31295","YAN","2009.01","Penelope jacquacu",0
"31296","YAS","2009.01","Penelope jacquacu",0
"31297","BBS","2010.01","Penelope jacquacu",0
"31298","BCI","2010.01","Penelope jacquacu",0
"31299","BIF","2010.01","Penelope jacquacu",0
"31300","CAX","2010.01","Penelope jacquacu",0
"31301","COU","2010.01","Penelope jacquacu",0
"31302","CSN","2010.01","Penelope jacquacu",0
"31303","KRP","2010.01","Penelope jacquacu",0
"31304","MAS","2010.01","Penelope jacquacu",0
"31305","NAK","2010.01","Penelope jacquacu",0
"31306","NNN","2010.01","Penelope jacquacu",0
"31307","PSH","2010.01","Penelope jacquacu",0
"31308","RNF","2010.01","Penelope jacquacu",0
"31309","UDZ","2010.01","Penelope jacquacu",0
"31310","VB-","2010.01","Penelope jacquacu",0
"31311","YAN","2010.01","Penelope jacquacu",0
"31312","YAS","2010.01","Penelope jacquacu",0
"31313","BBS","2011.01","Penelope jacquacu",0
"31314","BCI","2011.01","Penelope jacquacu",0
"31315","BIF","2011.01","Penelope jacquacu",0
"31316","CAX","2011.01","Penelope jacquacu",0
"31317","COU","2011.01","Penelope jacquacu",123
"31318","CSN","2011.01","Penelope jacquacu",0
"31319","KRP","2011.01","Penelope jacquacu",0
"31320","MAS","2011.01","Penelope jacquacu",0
"31321","NAK","2011.01","Penelope jacquacu",0
"31322","NNN","2011.01","Penelope jacquacu",0
"31323","PSH","2011.01","Penelope jacquacu",0
"31324","RNF","2011.01","Penelope jacquacu",0
"31325","UDZ","2011.01","Penelope jacquacu",0
"31326","VB-","2011.01","Penelope jacquacu",0
"31327","YAN","2011.01","Penelope jacquacu",42
"31328","YAS","2011.01","Penelope jacquacu",90
"31329","BBS","2012.01","Penelope jacquacu",0
"31330","BCI","2012.01","Penelope jacquacu",0
"31331","BIF","2012.01","Penelope jacquacu",0
"31332","CAX","2012.01","Penelope jacquacu",0
"31333","COU","2012.01","Penelope jacquacu",51
"31334","CSN","2012.01","Penelope jacquacu",0
"31335","KRP","2012.01","Penelope jacquacu",0
"31336","MAS","2012.01","Penelope jacquacu",0
"31337","NAK","2012.01","Penelope jacquacu",0
"31338","NNN","2012.01","Penelope jacquacu",0
"31339","PSH","2012.01","Penelope jacquacu",0
"31340","RNF","2012.01","Penelope jacquacu",0
"31341","UDZ","2012.01","Penelope jacquacu",0
"31342","VB-","2012.01","Penelope jacquacu",0
"31343","YAN","2012.01","Penelope jacquacu",15
"31344","YAS","2012.01","Penelope jacquacu",210
"31345","BBS","2013.01","Penelope jacquacu",0
"31346","BCI","2013.01","Penelope jacquacu",0
"31347","BIF","2013.01","Penelope jacquacu",0
"31348","CAX","2013.01","Penelope jacquacu",0
"31349","COU","2013.01","Penelope jacquacu",25
"31350","CSN","2013.01","Penelope jacquacu",0
"31351","KRP","2013.01","Penelope jacquacu",0
"31352","MAS","2013.01","Penelope jacquacu",0
"31353","NAK","2013.01","Penelope jacquacu",0
"31354","NNN","2013.01","Penelope jacquacu",0
"31355","PSH","2013.01","Penelope jacquacu",0
"31356","RNF","2013.01","Penelope jacquacu",0
"31357","UDZ","2013.01","Penelope jacquacu",0
"31358","VB-","2013.01","Penelope jacquacu",0
"31359","YAN","2013.01","Penelope jacquacu",39
"31360","YAS","2013.01","Penelope jacquacu",160
"31361","BBS","2007.01","Penelope marail",0
"31362","BCI","2007.01","Penelope marail",0
"31363","BIF","2007.01","Penelope marail",0
"31364","CAX","2007.01","Penelope marail",0
"31365","COU","2007.01","Penelope marail",0
"31366","CSN","2007.01","Penelope marail",0
"31367","KRP","2007.01","Penelope marail",0
"31368","MAS","2007.01","Penelope marail",0
"31369","NAK","2007.01","Penelope marail",0
"31370","NNN","2007.01","Penelope marail",0
"31371","PSH","2007.01","Penelope marail",0
"31372","RNF","2007.01","Penelope marail",0
"31373","UDZ","2007.01","Penelope marail",0
"31374","VB-","2007.01","Penelope marail",0
"31375","YAN","2007.01","Penelope marail",0
"31376","YAS","2007.01","Penelope marail",0
"31377","BBS","2008.01","Penelope marail",0
"31378","BCI","2008.01","Penelope marail",0
"31379","BIF","2008.01","Penelope marail",0
"31380","CAX","2008.01","Penelope marail",0
"31381","COU","2008.01","Penelope marail",0
"31382","CSN","2008.01","Penelope marail",6
"31383","KRP","2008.01","Penelope marail",0
"31384","MAS","2008.01","Penelope marail",0
"31385","NAK","2008.01","Penelope marail",0
"31386","NNN","2008.01","Penelope marail",0
"31387","PSH","2008.01","Penelope marail",0
"31388","RNF","2008.01","Penelope marail",0
"31389","UDZ","2008.01","Penelope marail",0
"31390","VB-","2008.01","Penelope marail",0
"31391","YAN","2008.01","Penelope marail",0
"31392","YAS","2008.01","Penelope marail",0
"31393","BBS","2009.01","Penelope marail",0
"31394","BCI","2009.01","Penelope marail",0
"31395","BIF","2009.01","Penelope marail",0
"31396","CAX","2009.01","Penelope marail",0
"31397","COU","2009.01","Penelope marail",0
"31398","CSN","2009.01","Penelope marail",0
"31399","KRP","2009.01","Penelope marail",0
"31400","MAS","2009.01","Penelope marail",0
"31401","NAK","2009.01","Penelope marail",0
"31402","NNN","2009.01","Penelope marail",0
"31403","PSH","2009.01","Penelope marail",0
"31404","RNF","2009.01","Penelope marail",0
"31405","UDZ","2009.01","Penelope marail",0
"31406","VB-","2009.01","Penelope marail",0
"31407","YAN","2009.01","Penelope marail",0
"31408","YAS","2009.01","Penelope marail",0
"31409","BBS","2010.01","Penelope marail",0
"31410","BCI","2010.01","Penelope marail",0
"31411","BIF","2010.01","Penelope marail",0
"31412","CAX","2010.01","Penelope marail",0
"31413","COU","2010.01","Penelope marail",0
"31414","CSN","2010.01","Penelope marail",0
"31415","KRP","2010.01","Penelope marail",0
"31416","MAS","2010.01","Penelope marail",0
"31417","NAK","2010.01","Penelope marail",0
"31418","NNN","2010.01","Penelope marail",0
"31419","PSH","2010.01","Penelope marail",0
"31420","RNF","2010.01","Penelope marail",0
"31421","UDZ","2010.01","Penelope marail",0
"31422","VB-","2010.01","Penelope marail",0
"31423","YAN","2010.01","Penelope marail",0
"31424","YAS","2010.01","Penelope marail",0
"31425","BBS","2011.01","Penelope marail",0
"31426","BCI","2011.01","Penelope marail",0
"31427","BIF","2011.01","Penelope marail",0
"31428","CAX","2011.01","Penelope marail",0
"31429","COU","2011.01","Penelope marail",0
"31430","CSN","2011.01","Penelope marail",0
"31431","KRP","2011.01","Penelope marail",0
"31432","MAS","2011.01","Penelope marail",0
"31433","NAK","2011.01","Penelope marail",0
"31434","NNN","2011.01","Penelope marail",0
"31435","PSH","2011.01","Penelope marail",0
"31436","RNF","2011.01","Penelope marail",0
"31437","UDZ","2011.01","Penelope marail",0
"31438","VB-","2011.01","Penelope marail",0
"31439","YAN","2011.01","Penelope marail",0
"31440","YAS","2011.01","Penelope marail",0
"31441","BBS","2012.01","Penelope marail",0
"31442","BCI","2012.01","Penelope marail",0
"31443","BIF","2012.01","Penelope marail",0
"31444","CAX","2012.01","Penelope marail",0
"31445","COU","2012.01","Penelope marail",0
"31446","CSN","2012.01","Penelope marail",9
"31447","KRP","2012.01","Penelope marail",0
"31448","MAS","2012.01","Penelope marail",0
"31449","NAK","2012.01","Penelope marail",0
"31450","NNN","2012.01","Penelope marail",0
"31451","PSH","2012.01","Penelope marail",0
"31452","RNF","2012.01","Penelope marail",0
"31453","UDZ","2012.01","Penelope marail",0
"31454","VB-","2012.01","Penelope marail",0
"31455","YAN","2012.01","Penelope marail",0
"31456","YAS","2012.01","Penelope marail",0
"31457","BBS","2013.01","Penelope marail",0
"31458","BCI","2013.01","Penelope marail",0
"31459","BIF","2013.01","Penelope marail",0
"31460","CAX","2013.01","Penelope marail",0
"31461","COU","2013.01","Penelope marail",0
"31462","CSN","2013.01","Penelope marail",0
"31463","KRP","2013.01","Penelope marail",0
"31464","MAS","2013.01","Penelope marail",0
"31465","NAK","2013.01","Penelope marail",0
"31466","NNN","2013.01","Penelope marail",0
"31467","PSH","2013.01","Penelope marail",0
"31468","RNF","2013.01","Penelope marail",0
"31469","UDZ","2013.01","Penelope marail",0
"31470","VB-","2013.01","Penelope marail",0
"31471","YAN","2013.01","Penelope marail",0
"31472","YAS","2013.01","Penelope marail",0
"31473","BBS","2007.01","Penelope pileata",0
"31474","BCI","2007.01","Penelope pileata",0
"31475","BIF","2007.01","Penelope pileata",0
"31476","CAX","2007.01","Penelope pileata",0
"31477","COU","2007.01","Penelope pileata",0
"31478","CSN","2007.01","Penelope pileata",0
"31479","KRP","2007.01","Penelope pileata",0
"31480","MAS","2007.01","Penelope pileata",0
"31481","NAK","2007.01","Penelope pileata",0
"31482","NNN","2007.01","Penelope pileata",0
"31483","PSH","2007.01","Penelope pileata",0
"31484","RNF","2007.01","Penelope pileata",0
"31485","UDZ","2007.01","Penelope pileata",0
"31486","VB-","2007.01","Penelope pileata",0
"31487","YAN","2007.01","Penelope pileata",0
"31488","YAS","2007.01","Penelope pileata",0
"31489","BBS","2008.01","Penelope pileata",0
"31490","BCI","2008.01","Penelope pileata",0
"31491","BIF","2008.01","Penelope pileata",0
"31492","CAX","2008.01","Penelope pileata",0
"31493","COU","2008.01","Penelope pileata",0
"31494","CSN","2008.01","Penelope pileata",0
"31495","KRP","2008.01","Penelope pileata",0
"31496","MAS","2008.01","Penelope pileata",0
"31497","NAK","2008.01","Penelope pileata",0
"31498","NNN","2008.01","Penelope pileata",0
"31499","PSH","2008.01","Penelope pileata",0
"31500","RNF","2008.01","Penelope pileata",0
"31501","UDZ","2008.01","Penelope pileata",0
"31502","VB-","2008.01","Penelope pileata",0
"31503","YAN","2008.01","Penelope pileata",0
"31504","YAS","2008.01","Penelope pileata",0
"31505","BBS","2009.01","Penelope pileata",0
"31506","BCI","2009.01","Penelope pileata",0
"31507","BIF","2009.01","Penelope pileata",0
"31508","CAX","2009.01","Penelope pileata",0
"31509","COU","2009.01","Penelope pileata",0
"31510","CSN","2009.01","Penelope pileata",0
"31511","KRP","2009.01","Penelope pileata",0
"31512","MAS","2009.01","Penelope pileata",0
"31513","NAK","2009.01","Penelope pileata",0
"31514","NNN","2009.01","Penelope pileata",0
"31515","PSH","2009.01","Penelope pileata",0
"31516","RNF","2009.01","Penelope pileata",0
"31517","UDZ","2009.01","Penelope pileata",0
"31518","VB-","2009.01","Penelope pileata",0
"31519","YAN","2009.01","Penelope pileata",0
"31520","YAS","2009.01","Penelope pileata",0
"31521","BBS","2010.01","Penelope pileata",0
"31522","BCI","2010.01","Penelope pileata",0
"31523","BIF","2010.01","Penelope pileata",0
"31524","CAX","2010.01","Penelope pileata",0
"31525","COU","2010.01","Penelope pileata",0
"31526","CSN","2010.01","Penelope pileata",0
"31527","KRP","2010.01","Penelope pileata",0
"31528","MAS","2010.01","Penelope pileata",0
"31529","NAK","2010.01","Penelope pileata",0
"31530","NNN","2010.01","Penelope pileata",0
"31531","PSH","2010.01","Penelope pileata",0
"31532","RNF","2010.01","Penelope pileata",0
"31533","UDZ","2010.01","Penelope pileata",0
"31534","VB-","2010.01","Penelope pileata",0
"31535","YAN","2010.01","Penelope pileata",0
"31536","YAS","2010.01","Penelope pileata",0
"31537","BBS","2011.01","Penelope pileata",0
"31538","BCI","2011.01","Penelope pileata",0
"31539","BIF","2011.01","Penelope pileata",0
"31540","CAX","2011.01","Penelope pileata",0
"31541","COU","2011.01","Penelope pileata",0
"31542","CSN","2011.01","Penelope pileata",0
"31543","KRP","2011.01","Penelope pileata",0
"31544","MAS","2011.01","Penelope pileata",0
"31545","NAK","2011.01","Penelope pileata",0
"31546","NNN","2011.01","Penelope pileata",0
"31547","PSH","2011.01","Penelope pileata",0
"31548","RNF","2011.01","Penelope pileata",0
"31549","UDZ","2011.01","Penelope pileata",0
"31550","VB-","2011.01","Penelope pileata",0
"31551","YAN","2011.01","Penelope pileata",0
"31552","YAS","2011.01","Penelope pileata",0
"31553","BBS","2012.01","Penelope pileata",0
"31554","BCI","2012.01","Penelope pileata",0
"31555","BIF","2012.01","Penelope pileata",0
"31556","CAX","2012.01","Penelope pileata",24
"31557","COU","2012.01","Penelope pileata",0
"31558","CSN","2012.01","Penelope pileata",0
"31559","KRP","2012.01","Penelope pileata",0
"31560","MAS","2012.01","Penelope pileata",0
"31561","NAK","2012.01","Penelope pileata",0
"31562","NNN","2012.01","Penelope pileata",0
"31563","PSH","2012.01","Penelope pileata",0
"31564","RNF","2012.01","Penelope pileata",0
"31565","UDZ","2012.01","Penelope pileata",0
"31566","VB-","2012.01","Penelope pileata",0
"31567","YAN","2012.01","Penelope pileata",0
"31568","YAS","2012.01","Penelope pileata",0
"31569","BBS","2013.01","Penelope pileata",0
"31570","BCI","2013.01","Penelope pileata",0
"31571","BIF","2013.01","Penelope pileata",0
"31572","CAX","2013.01","Penelope pileata",0
"31573","COU","2013.01","Penelope pileata",0
"31574","CSN","2013.01","Penelope pileata",0
"31575","KRP","2013.01","Penelope pileata",0
"31576","MAS","2013.01","Penelope pileata",0
"31577","NAK","2013.01","Penelope pileata",0
"31578","NNN","2013.01","Penelope pileata",0
"31579","PSH","2013.01","Penelope pileata",0
"31580","RNF","2013.01","Penelope pileata",0
"31581","UDZ","2013.01","Penelope pileata",0
"31582","VB-","2013.01","Penelope pileata",0
"31583","YAN","2013.01","Penelope pileata",0
"31584","YAS","2013.01","Penelope pileata",0
"31585","BBS","2007.01","Penelope purpurascens",0
"31586","BCI","2007.01","Penelope purpurascens",0
"31587","BIF","2007.01","Penelope purpurascens",0
"31588","CAX","2007.01","Penelope purpurascens",0
"31589","COU","2007.01","Penelope purpurascens",0
"31590","CSN","2007.01","Penelope purpurascens",0
"31591","KRP","2007.01","Penelope purpurascens",0
"31592","MAS","2007.01","Penelope purpurascens",0
"31593","NAK","2007.01","Penelope purpurascens",0
"31594","NNN","2007.01","Penelope purpurascens",0
"31595","PSH","2007.01","Penelope purpurascens",0
"31596","RNF","2007.01","Penelope purpurascens",0
"31597","UDZ","2007.01","Penelope purpurascens",0
"31598","VB-","2007.01","Penelope purpurascens",8
"31599","YAN","2007.01","Penelope purpurascens",0
"31600","YAS","2007.01","Penelope purpurascens",0
"31601","BBS","2008.01","Penelope purpurascens",0
"31602","BCI","2008.01","Penelope purpurascens",0
"31603","BIF","2008.01","Penelope purpurascens",0
"31604","CAX","2008.01","Penelope purpurascens",0
"31605","COU","2008.01","Penelope purpurascens",0
"31606","CSN","2008.01","Penelope purpurascens",0
"31607","KRP","2008.01","Penelope purpurascens",0
"31608","MAS","2008.01","Penelope purpurascens",0
"31609","NAK","2008.01","Penelope purpurascens",0
"31610","NNN","2008.01","Penelope purpurascens",0
"31611","PSH","2008.01","Penelope purpurascens",0
"31612","RNF","2008.01","Penelope purpurascens",0
"31613","UDZ","2008.01","Penelope purpurascens",0
"31614","VB-","2008.01","Penelope purpurascens",14
"31615","YAN","2008.01","Penelope purpurascens",0
"31616","YAS","2008.01","Penelope purpurascens",0
"31617","BBS","2009.01","Penelope purpurascens",0
"31618","BCI","2009.01","Penelope purpurascens",0
"31619","BIF","2009.01","Penelope purpurascens",0
"31620","CAX","2009.01","Penelope purpurascens",0
"31621","COU","2009.01","Penelope purpurascens",0
"31622","CSN","2009.01","Penelope purpurascens",0
"31623","KRP","2009.01","Penelope purpurascens",0
"31624","MAS","2009.01","Penelope purpurascens",0
"31625","NAK","2009.01","Penelope purpurascens",0
"31626","NNN","2009.01","Penelope purpurascens",0
"31627","PSH","2009.01","Penelope purpurascens",0
"31628","RNF","2009.01","Penelope purpurascens",0
"31629","UDZ","2009.01","Penelope purpurascens",0
"31630","VB-","2009.01","Penelope purpurascens",3
"31631","YAN","2009.01","Penelope purpurascens",0
"31632","YAS","2009.01","Penelope purpurascens",0
"31633","BBS","2010.01","Penelope purpurascens",0
"31634","BCI","2010.01","Penelope purpurascens",10
"31635","BIF","2010.01","Penelope purpurascens",0
"31636","CAX","2010.01","Penelope purpurascens",0
"31637","COU","2010.01","Penelope purpurascens",0
"31638","CSN","2010.01","Penelope purpurascens",0
"31639","KRP","2010.01","Penelope purpurascens",0
"31640","MAS","2010.01","Penelope purpurascens",0
"31641","NAK","2010.01","Penelope purpurascens",0
"31642","NNN","2010.01","Penelope purpurascens",0
"31643","PSH","2010.01","Penelope purpurascens",0
"31644","RNF","2010.01","Penelope purpurascens",0
"31645","UDZ","2010.01","Penelope purpurascens",0
"31646","VB-","2010.01","Penelope purpurascens",3
"31647","YAN","2010.01","Penelope purpurascens",0
"31648","YAS","2010.01","Penelope purpurascens",0
"31649","BBS","2011.01","Penelope purpurascens",0
"31650","BCI","2011.01","Penelope purpurascens",10
"31651","BIF","2011.01","Penelope purpurascens",0
"31652","CAX","2011.01","Penelope purpurascens",0
"31653","COU","2011.01","Penelope purpurascens",0
"31654","CSN","2011.01","Penelope purpurascens",0
"31655","KRP","2011.01","Penelope purpurascens",0
"31656","MAS","2011.01","Penelope purpurascens",0
"31657","NAK","2011.01","Penelope purpurascens",0
"31658","NNN","2011.01","Penelope purpurascens",0
"31659","PSH","2011.01","Penelope purpurascens",0
"31660","RNF","2011.01","Penelope purpurascens",0
"31661","UDZ","2011.01","Penelope purpurascens",0
"31662","VB-","2011.01","Penelope purpurascens",6
"31663","YAN","2011.01","Penelope purpurascens",0
"31664","YAS","2011.01","Penelope purpurascens",0
"31665","BBS","2012.01","Penelope purpurascens",0
"31666","BCI","2012.01","Penelope purpurascens",10
"31667","BIF","2012.01","Penelope purpurascens",0
"31668","CAX","2012.01","Penelope purpurascens",0
"31669","COU","2012.01","Penelope purpurascens",0
"31670","CSN","2012.01","Penelope purpurascens",0
"31671","KRP","2012.01","Penelope purpurascens",0
"31672","MAS","2012.01","Penelope purpurascens",0
"31673","NAK","2012.01","Penelope purpurascens",0
"31674","NNN","2012.01","Penelope purpurascens",0
"31675","PSH","2012.01","Penelope purpurascens",0
"31676","RNF","2012.01","Penelope purpurascens",0
"31677","UDZ","2012.01","Penelope purpurascens",0
"31678","VB-","2012.01","Penelope purpurascens",0
"31679","YAN","2012.01","Penelope purpurascens",0
"31680","YAS","2012.01","Penelope purpurascens",0
"31681","BBS","2013.01","Penelope purpurascens",0
"31682","BCI","2013.01","Penelope purpurascens",50
"31683","BIF","2013.01","Penelope purpurascens",0
"31684","CAX","2013.01","Penelope purpurascens",0
"31685","COU","2013.01","Penelope purpurascens",0
"31686","CSN","2013.01","Penelope purpurascens",0
"31687","KRP","2013.01","Penelope purpurascens",0
"31688","MAS","2013.01","Penelope purpurascens",0
"31689","NAK","2013.01","Penelope purpurascens",0
"31690","NNN","2013.01","Penelope purpurascens",0
"31691","PSH","2013.01","Penelope purpurascens",0
"31692","RNF","2013.01","Penelope purpurascens",0
"31693","UDZ","2013.01","Penelope purpurascens",0
"31694","VB-","2013.01","Penelope purpurascens",0
"31695","YAN","2013.01","Penelope purpurascens",0
"31696","YAS","2013.01","Penelope purpurascens",0
"31697","BBS","2007.01","Penelope superciliaris",0
"31698","BCI","2007.01","Penelope superciliaris",0
"31699","BIF","2007.01","Penelope superciliaris",0
"31700","CAX","2007.01","Penelope superciliaris",0
"31701","COU","2007.01","Penelope superciliaris",0
"31702","CSN","2007.01","Penelope superciliaris",0
"31703","KRP","2007.01","Penelope superciliaris",0
"31704","MAS","2007.01","Penelope superciliaris",0
"31705","NAK","2007.01","Penelope superciliaris",0
"31706","NNN","2007.01","Penelope superciliaris",0
"31707","PSH","2007.01","Penelope superciliaris",0
"31708","RNF","2007.01","Penelope superciliaris",0
"31709","UDZ","2007.01","Penelope superciliaris",0
"31710","VB-","2007.01","Penelope superciliaris",0
"31711","YAN","2007.01","Penelope superciliaris",0
"31712","YAS","2007.01","Penelope superciliaris",0
"31713","BBS","2008.01","Penelope superciliaris",0
"31714","BCI","2008.01","Penelope superciliaris",0
"31715","BIF","2008.01","Penelope superciliaris",0
"31716","CAX","2008.01","Penelope superciliaris",0
"31717","COU","2008.01","Penelope superciliaris",0
"31718","CSN","2008.01","Penelope superciliaris",0
"31719","KRP","2008.01","Penelope superciliaris",0
"31720","MAS","2008.01","Penelope superciliaris",0
"31721","NAK","2008.01","Penelope superciliaris",0
"31722","NNN","2008.01","Penelope superciliaris",0
"31723","PSH","2008.01","Penelope superciliaris",0
"31724","RNF","2008.01","Penelope superciliaris",0
"31725","UDZ","2008.01","Penelope superciliaris",0
"31726","VB-","2008.01","Penelope superciliaris",0
"31727","YAN","2008.01","Penelope superciliaris",0
"31728","YAS","2008.01","Penelope superciliaris",0
"31729","BBS","2009.01","Penelope superciliaris",0
"31730","BCI","2009.01","Penelope superciliaris",0
"31731","BIF","2009.01","Penelope superciliaris",0
"31732","CAX","2009.01","Penelope superciliaris",0
"31733","COU","2009.01","Penelope superciliaris",0
"31734","CSN","2009.01","Penelope superciliaris",0
"31735","KRP","2009.01","Penelope superciliaris",0
"31736","MAS","2009.01","Penelope superciliaris",0
"31737","NAK","2009.01","Penelope superciliaris",0
"31738","NNN","2009.01","Penelope superciliaris",0
"31739","PSH","2009.01","Penelope superciliaris",0
"31740","RNF","2009.01","Penelope superciliaris",0
"31741","UDZ","2009.01","Penelope superciliaris",0
"31742","VB-","2009.01","Penelope superciliaris",0
"31743","YAN","2009.01","Penelope superciliaris",0
"31744","YAS","2009.01","Penelope superciliaris",0
"31745","BBS","2010.01","Penelope superciliaris",0
"31746","BCI","2010.01","Penelope superciliaris",0
"31747","BIF","2010.01","Penelope superciliaris",0
"31748","CAX","2010.01","Penelope superciliaris",15
"31749","COU","2010.01","Penelope superciliaris",0
"31750","CSN","2010.01","Penelope superciliaris",0
"31751","KRP","2010.01","Penelope superciliaris",0
"31752","MAS","2010.01","Penelope superciliaris",0
"31753","NAK","2010.01","Penelope superciliaris",0
"31754","NNN","2010.01","Penelope superciliaris",0
"31755","PSH","2010.01","Penelope superciliaris",0
"31756","RNF","2010.01","Penelope superciliaris",0
"31757","UDZ","2010.01","Penelope superciliaris",0
"31758","VB-","2010.01","Penelope superciliaris",0
"31759","YAN","2010.01","Penelope superciliaris",0
"31760","YAS","2010.01","Penelope superciliaris",0
"31761","BBS","2011.01","Penelope superciliaris",0
"31762","BCI","2011.01","Penelope superciliaris",0
"31763","BIF","2011.01","Penelope superciliaris",0
"31764","CAX","2011.01","Penelope superciliaris",0
"31765","COU","2011.01","Penelope superciliaris",0
"31766","CSN","2011.01","Penelope superciliaris",0
"31767","KRP","2011.01","Penelope superciliaris",0
